Tipo_Evento; Evento; Año; Ciudad; Producto_Asociado
Congreso;A Multi-Class Kernel Alignment Method For Image Collection Summarization;14TH IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION CIARP 2009;2009;-;ON PATTERN RECOGNITION CIARP 2009 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2009-01-01 00:00:00.0, 
                                              
                                            en POPAYÁN;Sin Información;-
Congreso;Kernel-Based Visualization of Large Collections of Medical Images Involving Domain Knowledge;X CONGRESO INTERNACIONAL EN INTERACCION PERSONA ORDENADOR;,;-;INTERACCION PERSONA ORDENADOR 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en POPAYÁN;Sin Información;-
Otro;A Latent Semantic Approach;CONFERENCE ON MULTILINGUAL AND MULTIMODAL INFORMATION ACCESS EVALUATION;2010;-;ND MULTIMODAL INFORMATION ACCESS EVALUATION 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-01-01 00:00:00.0, 
                                              
                                            en Padua;Sin Información;-
Otro;Histology Image Indexing Using a Non-negative Sematic Embedding;14TH INTERNATIONAL CONFERENCE ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION;2011;-;E ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2011-09-01 00:00:00.0, 
                                              
                                            en Toronto;Sin Información;-
Otro;Automatic Annotation of Histopathological Images Using a Latent Topic Model Based on Non-Negative Matrix Factorization;14TH INTERNATIONAL CONFERENCE ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION;2011;-;E ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2011-09-01 00:00:00.0, 
                                              
                                            en Toronto;Sin Información;-
Otro;Kernel-Based Strategy for Exploratory Image Collections Search;INTERNATIONAL WORKSHOP ON CONTEN BASED MULTIMEDIA INDEXING CBMI IEEE 2010;2010;-;NTEN BASED MULTIMEDIA INDEXING CBMI IEEE 2010 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-01-01 00:00:00.0, 
                                              
                                            en Grenoble;Sin Información;-
Otro;Multimodal Visualization Based on Non-Negative Matrix Factorization;14TH EUROPEAN CONFERENCE ON RESEARCH AND ADVANCED TECHNOLOGY FOR DIGITAL LIBRARIES ECDL 2010;2010;-;RESEARCH AND ADVANCED TECHNOLOGY FOR DIGITAL LIBRARIES ECDL 2010 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-01-01 00:00:00.0, 
                                              
                                            en POPAYÁN;Sin Información;-
Otro;NMF-Based Multimodal Image Indexing for Querying by Visual Example;ACM INTERNATIONAL CONFERENCE ON IMAGE AND VIDEO RETRIEVA;2010;-;ON IMAGE AND VIDEO RETRIEVA 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-01-01 00:00:00.0, 
                                              
                                            en POPAYÁN;Sin Información;-
Otro;Multimodal Image Annotation Using Non-Negative Matrix Factorization;2010 IEEE / WIC / ACM INTERNATIONAL CONFERENCES;2010;-;ATIONAL CONFERENCES 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-08-01 00:00:00.0, 
                                              
                                            en Toronto;Sin Información;-
Otro;Automatic Annotation of Histopathological Images Using a Latent Topic Model Based On Non-negative Matrix Factorization;MICCAI 2011 HISTOPATHOLOGY IMAGE ANALYSIS WORKSHOP;,;-;MAGE ANALYSIS WORKSHOP 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Multimodal Fusion for Image Retrieval Using Matrix Factorization;2ND ACM INTERNATIONAL CONFERENCE ON MULTIMEDIA RETRIEVAL ICMR 12;,;-;RENCE ON MULTIMEDIA RETRIEVAL ICMR 12 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Congreso;A Framework for High Performance Image Analysis Pipelines;7TH COLOMBIAN COMPUTING CONGRESS 7CCC 2012;,;-;GRESS 7CCC 2012 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Bioingenium at ImageCLEF 2012: Text and Visual Indexing for Medical Images;CLEF ONLINE WORKING NOTES/LABS/WORKSHOP 2012;,;-;ABS/WORKSHOP 2012 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;On the Robustness of Kernel-Based Clustering;LECTURE NOTES IN COMPUTER SCIENCE CIARP2012;,;-;CIENCE CIARP2012 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Online Matrix Factorization for Multimodal Image Retrieval;LECTURE NOTES IN COMPUTER SCIENCE CIARP2012;,;-;CIENCE CIARP2012 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Bag of Features for Automatic Classification of Alzheimer's Disease in Magnetic Resonance Images;LECTURE NOTES IN COMPUTER SCIENCE CIARP2012;,;-;CIENCE CIARP2012 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;A Visual Latent Semantic Approach for Automatic Analysis and Interpretation of Anaplastic Medulloblastoma Virtual Slides;MICCAI 2012 THE 15TH INTERNATIONAL CONFERENCE ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION;,;-;ATIONAL CONFERENCE ON MEDICAL IMAGE COMPUTING AND COMPUTER ASSISTED INTERVENTION 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;BIGS: A Framework for Large-Scale Image Processing and Analysis Over Distributed and Heterogeneous Computing Resources (presentation);IEEE INTERNATIONAL CONFERENCE ON ESCIENCE;,;-;CE ON ESCIENCE 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Content-based Access to Medical Image Collections;MEDICAL INFORMATION REFERENCE IGI GLOBAL 2010;,;-;CE IGI GLOBAL 2010 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Multimodal Image Collection Visualization Using Non-negative Matrix Factorization;LECTURE NOTES IN COMPUTER SCIENCE ECDL2010;,;-;CIENCE ECDL2010 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Multimodal Image Collection Visualization Using Non-negative Matrix Factorization;LECTURE NOTES IN COMPUTER SCIENCE ECDL2010;,;-;CIENCE ECDL2010 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Text Comparison Using Soft Cardinality;LECTURE NOTES IN COMPUTER SCIENCE SPIRE2009;,;-;CIENCE SPIRE2009 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;A Framework for High Performance Image Analysis Pipelines over Cloud Resources;THE LATIN AMERICAN CONFERENCE ON HIGH PERFORMANCE COMPUTING CLCAR 2012;,;-;CE ON HIGH PERFORMANCE COMPUTING CLCAR 2012 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Quantum Latent Semantic Analysis;LECTURE NOTES IN COMPUTER SCIENCE ICTIR2011;,;-;CIENCE ICTIR2011 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Quantum Latent Semantic Analysis;LECTURE NOTES IN COMPUTER SCIENCE ICTIR2011;,;-;CIENCE ICTIR2011 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;Biomedical Image Analysis and Machine Learning Technologies: Applications and Techniques;MEDICAL INFORMATION REFERENCE IGI GLOBAL;,;-;CE IGI GLOBAL 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Otro;From Image Analysis to Image Understanding Using Machine Learning;MEDICAL INFORMATION REFERENCE IGI GLOBAL;,;-;CE IGI GLOBAL 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en ARMENIA;Sin Información;-
Congreso;Redes Inmunológicas Artificiales: Una Introducción;IN PROCEEDINGS OF THE INTERNATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE CIIC;2005;-;NATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE CIIC 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en MONTERÍA;Sin Información;-
Otro;An immuno-fuzzy approach to anomaly detection;THE IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS;2003;-;ERENCE ON FUZZY SYSTEMS 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2003-01-01 00:00:00.0, 
                                              
                                            en St. Louis, Missouri;Sin Información;-
Otro;Detecting Cyber Attacks with Fuzzy Data Mining Techniques;WORKSHOP ON DATA MINING FOR COUNTER TERRORISM AND SECURITY THIRD SIAM CONFERENCE ON DATA MINING;2003;-;COUNTER TERRORISM AND SECURITY THIRD SIAM CONFERENCE ON DATA MINING 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2003-01-01 00:00:00.0, 
                                              
                                            en San Francisco;Sin Información;-
Otro;Neuro-Immune and Self-Organizing Map Approaches to Anomaly Detection: A Comparison;1ST INTERNATIONAL CONFERENCE ON ARTIFICIAL IMMUNE SYSTEMS;2002;-;E ON ARTIFICIAL IMMUNE SYSTEMS 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en Canterbury, UK;Sin Información;-
Otro;TECNO-STREAMS: Tracking evolving clusters in noisy data streams with a scalable immune system learning model.;3RD IEEE INTERNATIONAL CONFERENCE ON DATA MINING;2003;-;ERENCE ON DATA MINING 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2003-01-01 00:00:00.0, 
                                              
                                            en Melbourne;Sin Información;-
Otro;Evolutionary Approach to Generate Fuzzy Anomaly Signatures.;IEEE INFORMATION ASSURANCE WORKSHOP;2003;-;WORKSHOP 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2003-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
Otro;An imunogenetic technique to detect anomalies in network traffic.;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE GECCO;2002;-;MPUTATION CONFERENCE GECCO 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
Otro;A Novel Artificial Immune System Approach to Robust Data Mining.;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE GECCO;2002;-;MPUTATION CONFERENCE GECCO 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
Otro;An immunogenetic technique to detect anomalies in network traffic.;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE GECCO;2002;-;MPUTATION CONFERENCE GECCO 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
Otro;Evolving complex fuzzy classifier rules using a linear genetic representation;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE GECCO;2002;-;MPUTATION CONFERENCE GECCO 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
Otro;Complete Expression Trees for Evolving Fuzzy Classifiers Systems with Genetic Algorithms and Application to Network intrusion Detection.;IEEE NAFIPS FLINT JOINT CONFERENCE;2002;-;FERENCE 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-06-01 00:00:00.0, 
                                              
                                            en New Orleans, LA;Sin Información;-
Congreso;Combining Negative Selection and Classification Techniques for Anomaly Detection.;CONGRESS ON EVOLUTIONARY COMPUTATION;2002;-;MPUTATION 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2002-05-01 00:00:00.0, 
                                              
                                            en Honolulu, Haway;Sin Información;-
Otro;The Fuzzy Artificial Immune System: Motivations, Basic Concepts, and Application to Clustering and Web Profiling.;IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS;2002;-;CE ON FUZZY SYSTEMS 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-05-01 00:00:00.0, 
                                              
                                            en Hawaii;Sin Información;-
Otro;The Promise and Challenges of Artificial Immune System Based Web Usage Mining: Preliminary Results.;WORKSHOP ON WEB ANALYTICS SECOND SIAM CONFERENCE ON DATA MINING;2002;-;ECOND SIAM CONFERENCE ON DATA MINING 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-04-01 00:00:00.0, 
                                              
                                            en Arlington, VA;Sin Información;-
Otro;Tool to Generate Local Internet Weather.;ISCA 17TH INTERNATIONAL CONFERENCE ON COMPUTERS AND THEIR APPLICATIONS CATA;2002;-;FERENCE ON COMPUTERS AND THEIR APPLICATIONS CATA 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en San Francisco, CA;Sin Información;-
Otro;A Grid Computing Approach to Subtraction Radiography;HE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING ICIP;2006;-;ON IMAGE PROCESSING ICIP 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2006-01-01 00:00:00.0, 
                                              
                                            en Atlanta;Sin Información;-
Congreso;Page Clustering Using a Distance-Based Algorithm;THIRD LATIN AMERICAN WEB CONGRESS LA WEB2005;2005;-;NGRESS LA WEB2005 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en BUENOS AIRES;Sin Información;-
Otro;Discriminating and Visualizing Anomalies Using Negative Selection and Self-Organizing Maps;CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION GECCO05;2005;-;VOLUTIONARY COMPUTATION GECCO05 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en Washington DC;Sin Información;-
Otro;A comparative analysis of artificial immune network models;2005 CONFERENCE ON GENETIC AND EVOLUTIONARY COMPUTATION GECCO05;2005;-;AND EVOLUTIONARY COMPUTATION GECCO05 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en Washington;Sin Información;-
Otro;Distributed Genetic Algorithm for Subtraction Radiography;GECCO WORKSHOP ON MEDICAL APPLICATIONS OF GENETIC AND EVOLUTIONARY COMPUTATION MEDGEC 2005;2005;-;PPLICATIONS OF GENETIC AND EVOLUTIONARY COMPUTATION MEDGEC 2005 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en Washington;Sin Información;-
Congreso;Artificial Immune System (AIS) Research in the Last Five Years;IEEE CONGRESS ON EVOLUTIONARY COMPUTATION CEC;2003;-;RY COMPUTATION CEC 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2003-12-01 00:00:00.0, 
                                              
                                            en Canberra;Sin Información;-
Otro;Mechanical Design Optimization of a Walking Robot Leg Using Genetic Algorithm;7TH INTERNATIONAL CONFERENCE ON CLIMBING AND WALKING ROBOTS CLAWAR 04;2004;-;E ON CLIMBING AND WALKING ROBOTS CLAWAR 04 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2004-01-01 00:00:00.0, 
                                              
                                            en MADRID;Sin Información;-
Otro;Mining Evolving User Profiles in Noisy Web Clickstream Data with a Scalable Immune System Clustering Algorithm;FIFTH WEBKDD WORKSHOP WEBKDD03;2003;-;D03 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2003-01-01 00:00:00.0, 
                                              
                                            en Washington;Sin Información;-
Congreso;FIADA: Framework para la Implementación de Algoritmos de Detección de Anomalías;INTERNATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE;2005;-;OMPUTATIONAL INTELLIGENCE 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en MONTERÍA;Sin Información;-
Congreso;Diseño de Circuitos Analógicos con Programación Genética;INTERNATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE CIIC 2005;2005;-;OMPUTATIONAL INTELLIGENCE CIIC 2005 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en MONTERÍA;Sin Información;-
Congreso;Algoritmo Bioinspirado para la Detección y Visualización de Anomalías;INTERNATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE CIIC 2005;2005;-;OMPUTATIONAL INTELLIGENCE CIIC 2005 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en MONTERÍA;Sin Información;-
Congreso;Redes Inmunológicas Artificiales: Una Introducción;INTERNATIONAL CONGRESS ON COMPUTATIONAL INTELLIGENCE CIIC 2005;2005;-;OMPUTATIONAL INTELLIGENCE CIIC 2005 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2005-01-01 00:00:00.0, 
                                              
                                            en MONTERÍA;Sin Información;-
Congreso;Evaluación de Características de Bajo Nivel para Recuperación de Imágenes de Histología por Contenido;2DO CONGRESO COLOMBIANO DE COMPUTACION;2007;-;COMPUTACION 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2007-01-01 00:00:00.0, 
                                              
                                            en BOGOTÁ, D.C.;Sin Información;-
Congreso;Una Aproximación a la Categorización automática de Correos Electrónicos;2DO CONGRESO COLOMBIANO DE COMPUTACION;2007;-;COMPUTACION 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2007-01-01 00:00:00.0, 
                                              
                                            en BOGOTÁ, D.C.;Sin Información;-
Otro;Mining Coronal Loops in Solar Images from the SOHO collection;NAFIPS;2007;-;Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2007-06-01 00:00:00.0, 
                                              
                                            en BOGOTÁ, D.C.;Sin Información;-
Otro;Performance of Recommendation Systems in Dynamic Streaming Environments;SEVENTH SIAM INTERNATIONAL CONFERENCE ON DATA MINING;2007;-;CONFERENCE ON DATA MINING 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2007-01-01 00:00:00.0, 
                                              
                                            en Minneapolis, Minnesota;Sin Información;-
Otro;Gene Selection Based on Category Detection of Gene Ontology;7TH INTERNATIONAL CONFERENCE FOR THE CRITICAL ASSESSMENT OF MICROARRAY DATA ANALYSIS;2007;-;E FOR THE CRITICAL ASSESSMENT OF MICROARRAY DATA ANALYSIS 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2007-01-01 00:00:00.0, 
                                              
                                            en VALENCIA;Sin Información;-
Otro;Análisis Global de Comportamiento Web de la Universidad Nacional de Colombia;XXXIII CONFERENCIA LATINOAMERICANA DE INFORMATICA CLEI;2007;-;ERICANA DE INFORMATICA CLEI 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2007-01-01 00:00:00.0, 
                                              
                                            en;Sin Información;-
Encuentro;Prototipo de sistema para almacenamiento y recuperación por contenido en imágenes médicas de histopatología;ENCUENTRO NACIONAL DE INVESTIGACION EN POSTGRADOS;2007;-;TIGACION EN POSTGRADOS 
                                        Tipo de evento: Encuentro 
                                        Ámbito:                  
                                        Realizado el:2007-03-01 00:00:00.0, 
                                              
                                            en Merida;Sin Información;-
Congreso;Visualization of Large Collections of Medical Images.;IV CONGRESO COLOMBIANO DE COMPUTACION 4CCC;2009;-;OMPUTACION 4CCC 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2009-04-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Otro;Histopathology image classification using bag of features and kernel functions.;ARTIFICIAL INTELLIGENCE IN MEDICINE CONFERENCE AIME09;2009;-;MEDICINE CONFERENCE AIME09 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2009-07-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Congreso;A Multi-Class Kernel Alignment Method for Image Collection Summarization.;IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION CIARP;2009;-;ATTERN RECOGNITION CIARP 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2009-11-01 00:00:00.0, 
                                              
                                            en Guadalajara;Sin Información;-
Congreso;Visual Pattern Analysis in Histopathology Images Using Bag of Features;IBEROAMERICAN CONGRESS ON PATTERN RECOGNITION CIARP;2009;-;ATTERN RECOGNITION CIARP 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2009-11-01 00:00:00.0, 
                                              
                                            en Guadalajara;Sin Información;-
Otro;Visualization, Summarization and Exploration of Large Collections of Images: State Of The Art;LATINAMERICAN CONFERENCE ON NETWORKED AND ELECTRONIC MEDIA LACNEM2009;2009;-;NETWORKED AND ELECTRONIC MEDIA LACNEM2009 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2009-08-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Encuentro;Cuantificación Automática de Células en Imágenes de Cultivo in Vitro de Plasmodium Falciparum;ENCUENTRO NACIONAL DE LA INVESTIGACION EN POSTGRADOS;2007;-;VESTIGACION EN POSTGRADOS 
                                        Tipo de evento: Encuentro 
                                        Ámbito:                  
                                        Realizado el:2007-03-01 00:00:00.0, 
                                              
                                            en Merida;Sin Información;-
Otro;A Web-Based System for Biomedical Image Storage, Annotation, Content-Based Retrieval and Exploration;MICROSOFT ESCIENCE WORKSHOP;2009;-;Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2009-01-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Congreso;Metric Indexing for Contente-Based Medical Image Retrieval;III CONGRESO COLOMBIANO DE COMPUTACION;,;-;COMPUTACION 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:, 
                                              
                                            en Edimburgo;Sin Información;-
Otro;Combining Visual Features and Text Data for Medical Image Retrieval Using Latent Semantic Kernels;11TH ACM SIGMM INTERNATIONAL CONFERENCE ON MULTIMEDIA INFORMATION RETRIEVAL;2010;-;L CONFERENCE ON MULTIMEDIA INFORMATION RETRIEVAL 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2010-03-01 00:00:00.0, 
                                              
                                            en Philadelphia;Sin Información;-
Congreso;Learning Regions of Interest from low level maps in virtual microscopy;10TH EUROPEAN CONGRESS ON TELEPATHOLOGY AND 4TH INTERNATIONAL CONGRESS ON VIRTUAL MICROSCOPY;2010;-;ELEPATHOLOGY AND 4TH INTERNATIONAL CONGRESS ON VIRTUAL MICROSCOPY 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2010-07-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Simposio;Visualization of Large Collections of Medical Images;SEGUNDO SIMPOSIO DOCTORAL EN INGENIERIA DE SISTEMAS Y COMPUTACION SDSC09;2009;-;N INGENIERIA DE SISTEMAS Y COMPUTACION SDSC09 
                                        Tipo de evento: Simposio 
                                        Ámbito:                  
                                        Realizado el:2009-11-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Seminario;A System for Medical Image Collection Visualization and Exploration;V SEMINARIO INTERNACIONAL PROCESAMIENTO Y ANALISIS DE IMAGENES MEDICAS SIPAIM2009;2009;-;ROCESAMIENTO Y ANALISIS DE IMAGENES MEDICAS SIPAIM2009 
                                        Tipo de evento: Seminario 
                                        Ámbito:                  
                                        Realizado el:2009-11-01 00:00:00.0, 
                                              
                                            en MEDELLÍN;Sin Información;-
Congreso;Aprendizaje Transductivo para la Clasificación de Imágenes Médicas de Radiología;IV CONGRESO COLOMBIANO DE COMPUTACION;2009;-;OMPUTACION 
                                        Tipo de evento: Congreso 
                                        Ámbito:                  
                                        Realizado el:2009-04-01 00:00:00.0, 
                                              
                                            en BUCARAMANGA;Sin Información;-
Otro;Collaborative filtering in dynamic usage environments;CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT;2006;-;ND KNOWLEDGE MANAGEMENT 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2006-01-01 00:00:00.0, 
                                              
                                            en Arlington;Sin Información;-
Otro;An imunogenetic technique to detect anomalies in network traffic;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE;2002;-;MPUTATION CONFERENCE 
                                        Tipo de evento: Otro 
                                        Ámbito:                  
                                        Realizado el:2002-01-01 00:00:00.0, 
                                              
                                            en New York;Sin Información;-
